Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2018,Jefferson,WA,Passenger,145,93,238,"24,814","25,052",0.95
March 31 2018,Jefferson,WA,Truck,0,0,0,"9,827","9,827",0
March 31 2018,King,WA,Passenger,"12,444","5,443","17,887","1,390,861","1,408,748",1.27
March 31 2018,King,WA,Truck,7,1,8,"189,053","189,061",0
March 31 2018,Kitsap,WA,Passenger,813,443,"1,256","180,559","181,815",0.69
March 31 2018,Kitsap,WA,Truck,1,0,1,"54,617","54,618",0
March 31 2018,Kittitas,WA,Passenger,43,31,74,"29,541","29,615",0.25
March 31 2018,Kittitas,WA,Truck,0,0,0,"14,518","14,518",0
March 31 2018,Klickitat,WA,Passenger,29,29,58,"15,345","15,403",0.38
March 31 2018,Klickitat,WA,Truck,0,0,0,"8,335","8,335",0
March 31 2018,Lewis,WA,Passenger,61,55,116,"58,479","58,595",0.2
March 31 2018,Lewis,WA,Truck,0,0,0,"26,180","26,180",0
March 31 2018,Lincoln,WA,Passenger,4,6,10,"7,858","7,868",0.13
March 31 2018,Lincoln,WA,Truck,0,0,0,"4,701","4,701",0
March 31 2018,Mason,WA,Passenger,90,85,175,"46,367","46,542",0.38
March 31 2018,Mason,WA,Truck,0,0,0,"20,542","20,542",0
March 31 2018,Okanogan,WA,Passenger,8,19,27,"26,715","26,742",0.1
March 31 2018,Okanogan,WA,Truck,0,0,0,"17,130","17,130",0
March 31 2018,Pacific,WA,Passenger,23,19,42,"15,761","15,803",0.27
March 31 2018,Pacific,WA,Truck,0,0,0,"7,812","7,812",0
March 31 2018,Pend Oreille,WA,Passenger,5,3,8,"9,834","9,842",0.08
March 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,953","5,953",0
March 31 2018,Pierce,WA,Passenger,"1,344","1,138","2,482","539,108","541,590",0.46
March 31 2018,Pierce,WA,Truck,0,0,0,"141,590","141,590",0
March 31 2018,San Juan,WA,Passenger,144,52,196,"14,313","14,509",1.35
March 31 2018,San Juan,WA,Truck,0,0,0,"5,884","5,884",0
March 31 2018,Skagit,WA,Passenger,208,171,379,"91,892","92,271",0.41
March 31 2018,Skagit,WA,Truck,1,0,1,"32,958","32,959",0
March 31 2018,Skamania,WA,Passenger,14,8,22,"8,938","8,960",0.25
March 31 2018,Skamania,WA,Truck,0,0,0,"4,112","4,112",0
March 31 2018,Snohomish,WA,Passenger,"2,280","1,251","3,531","527,718","531,249",0.66
March 31 2018,Snohomish,WA,Truck,1,0,1,"125,294","125,295",0
March 31 2018,Spokane,WA,Passenger,345,306,651,"308,220","308,871",0.21
March 31 2018,Spokane,WA,Truck,1,0,1,"95,400","95,401",0
March 31 2018,Stevens,WA,Passenger,11,23,34,"32,700","32,734",0.1
March 31 2018,Stevens,WA,Truck,0,0,0,"19,310","19,310",0
March 31 2018,Thurston,WA,Passenger,596,463,"1,059","194,838","195,897",0.54
March 31 2018,Thurston,WA,Truck,0,0,0,"55,657","55,657",0
March 31 2018,Wahkiakum,WA,Passenger,3,2,5,"2,932","2,937",0.17
March 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,730","1,730",0
March 31 2018,Walla Walla,WA,Passenger,33,35,68,"36,256","36,324",0.19
March 31 2018,Walla Walla,WA,Truck,0,0,0,"13,813","13,813",0
March 31 2018,Whatcom,WA,Passenger,628,278,906,"148,963","149,869",0.6
March 31 2018,Whatcom,WA,Truck,2,0,2,"43,309","43,311",0
March 31 2018,Whitman,WA,Passenger,20,26,46,"23,022","23,068",0.2
March 31 2018,Whitman,WA,Truck,0,0,0,"8,723","8,723",0
March 31 2018,Yakima,WA,Passenger,77,88,165,"167,573","167,738",0.1
March 31 2018,Yakima,WA,Truck,0,0,0,"60,672","60,672",0
March 31 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25
April 30 2018,NULL,NULL,Passenger,8,2,10,"2,252","2,262",0.44
April 30 2018,Juneau,AK,Passenger,0,1,1,40,41,2.44
April 30 2018,Dale,AL,Passenger,0,1,1,70,71,1.41
April 30 2018,Russell,AL,Passenger,1,0,1,49,50,2
April 30 2018,Maricopa,AZ,Passenger,2,1,3,"1,390","1,393",0.22
April 30 2018,Pinal,AZ,Passenger,2,0,2,172,174,1.15
April 30 2018,NULL,CA,Passenger,1,1,2,333,335,0.6
April 30 2018,Alameda,CA,Passenger,0,1,1,341,342,0.29
April 30 2018,Los Angeles,CA,Passenger,8,3,11,"1,160","1,171",0.94
April 30 2018,Marin,CA,Passenger,1,0,1,51,52,1.92
April 30 2018,Monterey,CA,Passenger,0,1,1,205,206,0.49
April 30 2018,Orange,CA,Passenger,2,1,3,583,586,0.51
April 30 2018,Riverside,CA,Passenger,0,2,2,684,686,0.29
April 30 2018,San Diego,CA,Passenger,6,3,9,"2,652","2,661",0.34
April 30 2018,San Francisco,CA,Passenger,0,1,1,133,134,0.75
April 30 2018,San Mateo,CA,Passenger,1,1,2,135,137,1.46
April 30 2018,Santa Clara,CA,Passenger,6,1,7,364,371,1.89
April 30 2018,Tulare,CA,Passenger,0,1,1,190,191,0.52
April 30 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
April 30 2018,Ventura,CA,Passenger,0,1,1,328,329,0.3
April 30 2018,El Paso,CO,Passenger,2,0,2,746,748,0.27
April 30 2018,Jefferson,CO,Passenger,0,1,1,71,72,1.39
April 30 2018,Larimer,CO,Passenger,0,1,1,50,51,1.96
April 30 2018,District Of Columbia,DC,Passenger,0,4,4,201,205,1.95
April 30 2018,Kent,DE,Passenger,0,1,1,72,73,1.37
April 30 2018,New Castle,DE,Passenger,1,0,1,28,29,3.45
April 30 2018,Brevard,FL,Passenger,0,1,1,89,90,1.11
April 30 2018,Broward,FL,Passenger,0,1,1,125,126,0.79
April 30 2018,Clay,FL,Passenger,0,1,1,98,99,1.01
April 30 2018,Duval,FL,Passenger,1,1,2,376,378,0.53
April 30 2018,Manatee,FL,Passenger,1,0,1,34,35,2.86
April 30 2018,Miami-Dade,FL,Passenger,0,1,1,111,112,0.89
April 30 2018,Okaloosa,FL,Passenger,1,0,1,168,169,0.59
April 30 2018,Orange,FL,Passenger,2,1,3,164,167,1.8
April 30 2018,Palm Beach,FL,Passenger,0,1,1,73,74,1.35
April 30 2018,Polk,FL,Passenger,1,0,1,62,63,1.59
April 30 2018,Saint Lucie,FL,Passenger,1,0,1,23,24,4.17
April 30 2018,Santa Rosa,FL,Passenger,1,0,1,86,87,1.15
April 30 2018,Sumter,FL,Passenger,0,1,1,9,10,10
April 30 2018,Volusia,FL,Passenger,0,1,1,30,31,3.23
April 30 2018,Camden,GA,Passenger,0,1,1,168,169,0.59
April 30 2018,Columbia,GA,Passenger,1,1,2,166,168,1.19
April 30 2018,Dekalb,GA,Passenger,1,0,1,77,78,1.28
April 30 2018,Fulton,GA,Passenger,1,1,2,86,88,2.27
April 30 2018,Gwinnett,GA,Passenger,0,1,1,79,80,1.25
April 30 2018,Liberty,GA,Passenger,1,0,1,151,152,0.66
April 30 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10
April 30 2018,Honolulu,HI,Passenger,2,1,3,507,510,0.59
April 30 2018,Maui,HI,Passenger,1,0,1,58,59,1.69
April 30 2018,Ada,ID,Passenger,0,2,2,315,317,0.63
April 30 2018,Canyon,ID,Passenger,0,1,1,75,76,1.32
April 30 2018,Kootenai,ID,Passenger,0,1,1,209,210,0.48
April 30 2018,Latah,ID,Passenger,0,1,1,76,77,1.3
April 30 2018,Madison,ID,Passenger,1,0,1,34,35,2.86
April 30 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
April 30 2018,Cook,IL,Passenger,1,0,1,260,261,0.38
April 30 2018,Dupage,IL,Passenger,1,0,1,57,58,1.72
April 30 2018,Monroe,IL,Passenger,1,0,1,4,5,20
April 30 2018,Saint Clair,IL,Passenger,0,1,1,161,162,0.62
April 30 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
April 30 2018,Dekalb,IN,Passenger,1,0,1,1,2,50
April 30 2018,Hamilton,IN,Passenger,1,0,1,41,42,2.38
April 30 2018,Marion,IN,Passenger,1,0,1,116,117,0.85
April 30 2018,Riley,KS,Passenger,1,0,1,88,89,1.12
April 30 2018,Hardin,KY,Passenger,0,1,1,123,124,0.81
April 30 2018,Caddo,LA,Passenger,0,1,1,19,20,5
April 30 2018,Orleans,LA,Passenger,0,1,1,52,53,1.89
April 30 2018,Anne Arundel,MD,Passenger,0,3,3,471,474,0.63
April 30 2018,Charles,MD,Passenger,0,1,1,84,85,1.18
April 30 2018,Frederick,MD,Passenger,0,1,1,88,89,1.12
April 30 2018,Montgomery,MD,Passenger,1,3,4,291,295,1.36
April 30 2018,Kent,MI,Passenger,0,1,1,30,31,3.23
April 30 2018,Washtenaw,MI,Passenger,1,0,1,36,37,2.7
April 30 2018,Dakota,MN,Passenger,0,1,1,35,36,2.78
April 30 2018,Ramsey,MN,Passenger,1,0,1,34,35,2.86
April 30 2018,Flathead,MT,Passenger,1,0,1,54,55,1.82
April 30 2018,Gallatin,MT,Passenger,0,1,1,59,60,1.67
April 30 2018,Glacier,MT,Passenger,0,1,1,4,5,20
April 30 2018,Cumberland,NC,Passenger,1,0,1,570,571,0.18
April 30 2018,Guilford,NC,Passenger,1,0,1,29,30,3.33
April 30 2018,Moore,NC,Passenger,0,1,1,203,204,0.49
April 30 2018,Santa Fe,NM,Passenger,0,1,1,36,37,2.7
April 30 2018,Clark,NV,Passenger,1,1,2,696,698,0.29
April 30 2018,Washoe,NV,Passenger,1,0,1,105,106,0.94
April 30 2018,Jefferson,NY,Passenger,1,0,1,250,251,0.4
April 30 2018,Nassau,NY,Passenger,1,0,1,32,33,3.03
April 30 2018,Saratoga,NY,Passenger,0,1,1,65,66,1.52
April 30 2018,Garfield,OK,Passenger,1,0,1,19,20,5
April 30 2018,Jackson,OK,Passenger,1,0,1,44,45,2.22
April 30 2018,Oklahoma,OK,Passenger,0,1,1,120,121,0.83
April 30 2018,Tulsa,OK,Passenger,0,1,1,43,44,2.27
April 30 2018,Clackamas,OR,Passenger,0,1,1,216,217,0.46
April 30 2018,Deschutes,OR,Passenger,1,0,1,152,153,0.65
April 30 2018,Klamath,OR,Passenger,1,0,1,22,23,4.35
April 30 2018,Lane,OR,Passenger,0,1,1,174,175,0.57
April 30 2018,Marion,OR,Passenger,1,0,1,117,118,0.85
April 30 2018,Multnomah,OR,Passenger,4,4,8,793,801,1
April 30 2018,Allegheny,PA,Passenger,1,0,1,71,72,1.39
April 30 2018,Montgomery,PA,Passenger,1,0,1,26,27,3.7
April 30 2018,Northampton,PA,Passenger,0,1,1,66,67,1.49
April 30 2018,Beaufort,SC,Passenger,1,0,1,34,35,2.86
April 30 2018,Hamilton,TN,Passenger,1,0,1,19,20,5
April 30 2018,Montgomery,TN,Passenger,1,0,1,252,253,0.4
April 30 2018,Shelby,TN,Passenger,0,1,1,109,110,0.91
April 30 2018,Bexar,TX,Passenger,2,2,4,745,749,0.53
April 30 2018,Dallas,TX,Passenger,0,1,1,172,173,0.58
April 30 2018,El Paso,TX,Passenger,1,0,1,535,536,0.19
April 30 2018,Nueces,TX,Passenger,1,1,2,104,106,1.89
April 30 2018,Tarrant,TX,Passenger,1,0,1,207,208,0.48
April 30 2018,Travis,TX,Passenger,0,1,1,176,177,0.56
April 30 2018,Utah,UT,Passenger,0,1,1,133,134,0.75
April 30 2018,Alexandria City,VA,Passenger,2,0,2,162,164,1.22
April 30 2018,Arlington,VA,Passenger,1,2,3,168,171,1.75
April 30 2018,Fairfax,VA,Passenger,0,3,3,838,841,0.36
April 30 2018,Fairfax City,VA,Passenger,1,0,1,8,9,11.11
April 30 2018,Manassas City,VA,Passenger,0,1,1,9,10,10
April 30 2018,Norfolk City,VA,Passenger,2,2,4,342,346,1.16
April 30 2018,Prince George,VA,Passenger,0,1,1,76,77,1.3
April 30 2018,Prince William,VA,Passenger,0,4,4,255,259,1.54
April 30 2018,Virginia Beach City,VA,Passenger,1,1,2,675,677,0.3
April 30 2018,NULL,WA,Passenger,0,0,0,3,3,0
April 30 2018,NULL,WA,Truck,0,0,0,2,2,0
April 30 2018,Adams,WA,Passenger,5,4,9,"12,911","12,920",0.07
April 30 2018,Adams,WA,Truck,0,0,0,"5,381","5,381",0
April 30 2018,Asotin,WA,Passenger,8,6,14,"12,922","12,936",0.11
April 30 2018,Asotin,WA,Truck,0,0,0,"6,828","6,828",0
April 30 2018,Benton,WA,Passenger,192,197,389,"133,739","134,128",0.29
April 30 2018,Benton,WA,Truck,0,0,0,"42,216","42,216",0
April 30 2018,Chelan,WA,Passenger,101,45,146,"54,659","54,805",0.27
April 30 2018,Chelan,WA,Truck,0,0,0,"22,454","22,454",0
April 30 2018,Clallam,WA,Passenger,128,109,237,"50,527","50,764",0.47
April 30 2018,Clallam,WA,Truck,0,0,0,"21,974","21,974",0
April 30 2018,Clark,WA,Passenger,"1,047",689,"1,736","312,516","314,252",0.55
April 30 2018,Clark,WA,Truck,0,0,0,"81,139","81,139",0
April 30 2018,Columbia,WA,Passenger,2,1,3,"2,466","2,469",0.12
April 30 2018,Columbia,WA,Truck,0,0,0,"1,593","1,593",0
April 30 2018,Cowlitz,WA,Passenger,66,83,149,"72,903","73,052",0.2
April 30 2018,Cowlitz,WA,Truck,0,0,0,"29,216","29,216",0
April 30 2018,Douglas,WA,Passenger,40,32,72,"28,013","28,085",0.26
April 30 2018,Douglas,WA,Truck,0,0,0,"12,234","12,234",0
April 30 2018,Ferry,WA,Passenger,2,3,5,"4,593","4,598",0.11
April 30 2018,Ferry,WA,Truck,0,0,0,"3,719","3,719",0
April 30 2018,Franklin,WA,Passenger,47,61,108,"58,762","58,870",0.18
April 30 2018,Franklin,WA,Truck,0,0,0,"19,286","19,286",0
April 30 2018,Garfield,WA,Passenger,1,0,1,"1,372","1,373",0.07
April 30 2018,Garfield,WA,Truck,0,0,0,979,979,0
April 30 2018,Grant,WA,Passenger,34,46,80,"64,773","64,853",0.12
April 30 2018,Grant,WA,Truck,0,0,0,"26,971","26,971",0
April 30 2018,Grays Harbor,WA,Passenger,56,59,115,"47,270","47,385",0.24
April 30 2018,Grays Harbor,WA,Truck,0,0,0,"20,739","20,739",0
April 30 2018,Island,WA,Passenger,200,186,386,"63,556","63,942",0.6
April 30 2018,Island,WA,Truck,0,0,0,"21,452","21,452",0
April 30 2018,Jefferson,WA,Passenger,146,93,239,"24,862","25,101",0.95
April 30 2018,Jefferson,WA,Truck,0,0,0,"9,829","9,829",0
April 30 2018,King,WA,Passenger,"12,762","5,569","18,331","1,390,831","1,409,162",1.3
April 30 2018,King,WA,Truck,7,1,8,"188,664","188,672",0
April 30 2018,Kitsap,WA,Passenger,819,457,"1,276","180,932","182,208",0.7
April 30 2018,Kitsap,WA,Truck,1,0,1,"54,605","54,606",0
April 30 2018,Kittitas,WA,Passenger,44,33,77,"29,547","29,624",0.26
April 30 2018,Kittitas,WA,Truck,0,0,0,"14,528","14,528",0
April 30 2018,Klickitat,WA,Passenger,28,31,59,"15,415","15,474",0.38
April 30 2018,Klickitat,WA,Truck,0,0,0,"8,358","8,358",0
April 30 2018,Lewis,WA,Passenger,85,60,145,"58,682","58,827",0.25
April 30 2018,Lewis,WA,Truck,0,0,0,"26,229","26,229",0
April 30 2018,Lincoln,WA,Passenger,4,7,11,"7,877","7,888",0.14
April 30 2018,Lincoln,WA,Truck,0,0,0,"4,713","4,713",0
April 30 2018,Mason,WA,Passenger,91,89,180,"46,512","46,692",0.39
April 30 2018,Mason,WA,Truck,0,0,0,"20,564","20,564",0
April 30 2018,Okanogan,WA,Passenger,9,19,28,"26,805","26,833",0.1
April 30 2018,Okanogan,WA,Truck,0,0,0,"17,151","17,151",0
April 30 2018,Pacific,WA,Passenger,25,20,45,"15,781","15,826",0.28
April 30 2018,Pacific,WA,Truck,0,0,0,"7,831","7,831",0
April 30 2018,Pend Oreille,WA,Passenger,5,4,9,"9,862","9,871",0.09
April 30 2018,Pend Oreille,WA,Truck,0,0,0,"5,947","5,947",0
April 30 2018,Pierce,WA,Passenger,"1,373","1,179","2,552","540,255","542,807",0.47
April 30 2018,Pierce,WA,Truck,0,0,0,"141,812","141,812",0
April 30 2018,San Juan,WA,Passenger,146,55,201,"14,325","14,526",1.38
April 30 2018,San Juan,WA,Truck,0,0,0,"5,907","5,907",0
April 30 2018,Skagit,WA,Passenger,217,173,390,"91,999","92,389",0.42
April 30 2018,Skagit,WA,Truck,1,0,1,"32,996","32,997",0
April 30 2018,Skamania,WA,Passenger,14,8,22,"8,974","8,996",0.24
April 30 2018,Skamania,WA,Truck,0,0,0,"4,114","4,114",0
April 30 2018,Snohomish,WA,Passenger,"2,345","1,284","3,629","528,402","532,031",0.68
April 30 2018,Snohomish,WA,Truck,1,0,1,"125,303","125,304",0
April 30 2018,Spokane,WA,Passenger,360,317,677,"308,801","309,478",0.22
April 30 2018,Spokane,WA,Truck,1,0,1,"95,493","95,494",0
April 30 2018,Stevens,WA,Passenger,12,26,38,"32,656","32,694",0.12
April 30 2018,Stevens,WA,Truck,0,0,0,"19,363","19,363",0
April 30 2018,Thurston,WA,Passenger,606,475,"1,081","195,427","196,508",0.55
April 30 2018,Thurston,WA,Truck,0,0,0,"55,672","55,672",0
April 30 2018,Wahkiakum,WA,Passenger,2,3,5,"2,946","2,951",0.17
April 30 2018,Wahkiakum,WA,Truck,0,0,0,"1,733","1,733",0
April 30 2018,Walla Walla,WA,Passenger,36,39,75,"36,244","36,319",0.21
April 30 2018,Walla Walla,WA,Truck,0,0,0,"13,829","13,829",0
April 30 2018,Whatcom,WA,Passenger,646,285,931,"149,389","150,320",0.62
April 30 2018,Whatcom,WA,Truck,2,0,2,"43,361","43,363",0
April 30 2018,Whitman,WA,Passenger,22,27,49,"23,079","23,128",0.21
April 30 2018,Whitman,WA,Truck,0,0,0,"8,724","8,724",0
April 30 2018,Yakima,WA,Passenger,75,91,166,"167,922","168,088",0.1
April 30 2018,Yakima,WA,Truck,0,0,0,"60,708","60,708",0
April 30 2018,Ozaukee,WI,Passenger,0,1,1,3,4,25
May 31 2018,NULL,NULL,Passenger,8,2,10,"2,247","2,257",0.44
May 31 2018,Juneau,AK,Passenger,0,1,1,41,42,2.38
May 31 2018,Dale,AL,Passenger,0,1,1,66,67,1.49
May 31 2018,Russell,AL,Passenger,1,0,1,50,51,1.96
May 31 2018,Maricopa,AZ,Passenger,2,1,3,"1,386","1,389",0.22
May 31 2018,Pinal,AZ,Passenger,2,0,2,169,171,1.17
May 31 2018,NULL,CA,Passenger,1,2,3,324,327,0.92
May 31 2018,Alameda,CA,Passenger,0,1,1,337,338,0.3
May 31 2018,Los Angeles,CA,Passenger,9,3,12,"1,141","1,153",1.04
May 31 2018,Marin,CA,Passenger,1,0,1,51,52,1.92
May 31 2018,Monterey,CA,Passenger,0,1,1,207,208,0.48
May 31 2018,Orange,CA,Passenger,2,1,3,577,580,0.52
May 31 2018,Riverside,CA,Passenger,0,2,2,678,680,0.29
May 31 2018,San Diego,CA,Passenger,6,3,9,"2,665","2,674",0.34
May 31 2018,San Francisco,CA,Passenger,0,1,1,126,127,0.79
May 31 2018,San Mateo,CA,Passenger,1,1,2,137,139,1.44
May 31 2018,Santa Clara,CA,Passenger,7,0,7,364,371,1.89
May 31 2018,Tulare,CA,Passenger,0,1,1,188,189,0.53
May 31 2018,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
May 31 2018,Ventura,CA,Passenger,0,1,1,324,325,0.31
May 31 2018,El Paso,CO,Passenger,2,1,3,739,742,0.4
May 31 2018,Jefferson,CO,Passenger,0,1,1,69,70,1.43
May 31 2018,Larimer,CO,Passenger,0,1,1,49,50,2
May 31 2018,District Of Columbia,DC,Passenger,0,4,4,201,205,1.95
May 31 2018,Kent,DE,Passenger,0,1,1,72,73,1.37
May 31 2018,New Castle,DE,Passenger,1,0,1,28,29,3.45
May 31 2018,Brevard,FL,Passenger,0,1,1,85,86,1.16
May 31 2018,Broward,FL,Passenger,0,1,1,125,126,0.79
May 31 2018,Clay,FL,Passenger,0,1,1,95,96,1.04
May 31 2018,Duval,FL,Passenger,1,1,2,375,377,0.53
May 31 2018,Manatee,FL,Passenger,1,0,1,33,34,2.94
May 31 2018,Miami-Dade,FL,Passenger,0,1,1,109,110,0.91
May 31 2018,Okaloosa,FL,Passenger,1,0,1,167,168,0.6
May 31 2018,Orange,FL,Passenger,2,1,3,165,168,1.79
May 31 2018,Palm Beach,FL,Passenger,0,1,1,69,70,1.43
May 31 2018,Polk,FL,Passenger,1,0,1,63,64,1.56
May 31 2018,Saint Lucie,FL,Passenger,1,0,1,24,25,4
May 31 2018,Santa Rosa,FL,Passenger,1,0,1,84,85,1.18
May 31 2018,Sumter,FL,Passenger,0,1,1,8,9,11.11
May 31 2018,Volusia,FL,Passenger,0,1,1,31,32,3.12
May 31 2018,Camden,GA,Passenger,0,1,1,165,166,0.6
May 31 2018,Columbia,GA,Passenger,1,1,2,166,168,1.19
May 31 2018,Dekalb,GA,Passenger,1,0,1,75,76,1.32
May 31 2018,Fulton,GA,Passenger,1,1,2,84,86,2.33
May 31 2018,Gwinnett,GA,Passenger,0,1,1,81,82,1.22
May 31 2018,Liberty,GA,Passenger,1,0,1,151,152,0.66
May 31 2018,Lumpkin,GA,Passenger,1,0,1,9,10,10
May 31 2018,Muscogee,GA,Passenger,0,1,1,202,203,0.49
May 31 2018,Honolulu,HI,Passenger,2,1,3,501,504,0.6
May 31 2018,Maui,HI,Passenger,1,0,1,58,59,1.69
May 31 2018,Ada,ID,Passenger,0,2,2,315,317,0.63
May 31 2018,Canyon,ID,Passenger,0,1,1,75,76,1.32
May 31 2018,Kootenai,ID,Passenger,0,1,1,206,207,0.48
May 31 2018,Latah,ID,Passenger,0,1,1,74,75,1.33
May 31 2018,Madison,ID,Passenger,1,0,1,35,36,2.78
May 31 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
May 31 2018,Cook,IL,Passenger,1,0,1,253,254,0.39
May 31 2018,Dupage,IL,Passenger,1,0,1,59,60,1.67
May 31 2018,Monroe,IL,Passenger,1,0,1,4,5,20
May 31 2018,Saint Clair,IL,Passenger,0,1,1,161,162,0.62
May 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
May 31 2018,Dekalb,IN,Passenger,1,0,1,1,2,50
May 31 2018,Hamilton,IN,Passenger,1,0,1,40,41,2.44
May 31 2018,Marion,IN,Passenger,1,0,1,117,118,0.85
May 31 2018,Riley,KS,Passenger,1,0,1,88,89,1.12
May 31 2018,Hardin,KY,Passenger,0,1,1,124,125,0.8
May 31 2018,Caddo,LA,Passenger,0,1,1,19,20,5
May 31 2018,Orleans,LA,Passenger,0,1,1,51,52,1.92
May 31 2018,Anne Arundel,MD,Passenger,0,3,3,466,469,0.64
May 31 2018,Charles,MD,Passenger,0,1,1,87,88,1.14
May 31 2018,Frederick,MD,Passenger,0,1,1,88,89,1.12
May 31 2018,Montgomery,MD,Passenger,1,3,4,287,291,1.37
May 31 2018,Kent,MI,Passenger,0,1,1,27,28,3.57
May 31 2018,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
May 31 2018,Dakota,MN,Passenger,0,1,1,35,36,2.78
May 31 2018,Ramsey,MN,Passenger,1,0,1,35,36,2.78
May 31 2018,Flathead,MT,Passenger,1,0,1,53,54,1.85
May 31 2018,Gallatin,MT,Passenger,0,1,1,58,59,1.69
May 31 2018,Glacier,MT,Passenger,0,1,1,4,5,20
May 31 2018,Cumberland,NC,Passenger,1,0,1,574,575,0.17
May 31 2018,Guilford,NC,Passenger,1,0,1,28,29,3.45
May 31 2018,Moore,NC,Passenger,0,1,1,202,203,0.49
May 31 2018,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
May 31 2018,Clark,NV,Passenger,1,1,2,692,694,0.29
May 31 2018,Washoe,NV,Passenger,1,0,1,106,107,0.93
May 31 2018,Jefferson,NY,Passenger,1,0,1,255,256,0.39
May 31 2018,Nassau,NY,Passenger,1,0,1,31,32,3.12
May 31 2018,Saratoga,NY,Passenger,0,1,1,64,65,1.54
May 31 2018,Garfield,OK,Passenger,1,0,1,19,20,5
May 31 2018,Jackson,OK,Passenger,1,0,1,42,43,2.33
May 31 2018,Oklahoma,OK,Passenger,0,1,1,118,119,0.84
May 31 2018,Tulsa,OK,Passenger,0,1,1,43,44,2.27
May 31 2018,Clackamas,OR,Passenger,0,1,1,215,216,0.46
May 31 2018,Deschutes,OR,Passenger,1,0,1,149,150,0.67
May 31 2018,Klamath,OR,Passenger,1,0,1,22,23,4.35
May 31 2018,Lane,OR,Passenger,0,1,1,173,174,0.57
May 31 2018,Marion,OR,Passenger,1,0,1,113,114,0.88
May 31 2018,Multnomah,OR,Passenger,3,4,7,782,789,0.89
May 31 2018,Washington,OR,Passenger,0,1,1,449,450,0.22
May 31 2018,Allegheny,PA,Passenger,1,0,1,71,72,1.39
May 31 2018,Montgomery,PA,Passenger,2,0,2,26,28,7.14
May 31 2018,Northampton,PA,Passenger,0,1,1,66,67,1.49
May 31 2018,Beaufort,SC,Passenger,1,0,1,33,34,2.94
May 31 2018,Hamilton,TN,Passenger,1,0,1,19,20,5
May 31 2018,Shelby,TN,Passenger,0,1,1,110,111,0.9
May 31 2018,Bexar,TX,Passenger,2,2,4,738,742,0.54
May 31 2018,Dallas,TX,Passenger,0,1,1,172,173,0.58
May 31 2018,El Paso,TX,Passenger,1,0,1,536,537,0.19
May 31 2018,Nueces,TX,Passenger,1,1,2,100,102,1.96
May 31 2018,Tarrant,TX,Passenger,1,0,1,205,206,0.49
May 31 2018,Travis,TX,Passenger,0,1,1,177,178,0.56
May 31 2018,Utah,UT,Passenger,0,1,1,131,132,0.76
May 31 2018,Alexandria City,VA,Passenger,2,0,2,165,167,1.2
May 31 2018,Arlington,VA,Passenger,1,2,3,168,171,1.75
May 31 2018,Fairfax,VA,Passenger,0,3,3,839,842,0.36
May 31 2018,Fairfax City,VA,Passenger,1,0,1,8,9,11.11
May 31 2018,Manassas City,VA,Passenger,0,1,1,9,10,10
May 31 2018,Norfolk City,VA,Passenger,2,2,4,343,347,1.15
May 31 2018,Prince George,VA,Passenger,0,1,1,77,78,1.28
May 31 2018,Prince William,VA,Passenger,0,4,4,253,257,1.56
May 31 2018,Virginia Beach City,VA,Passenger,1,1,2,677,679,0.29
May 31 2018,NULL,WA,Passenger,0,0,0,3,3,0
May 31 2018,NULL,WA,Truck,0,0,0,2,2,0
May 31 2018,Adams,WA,Passenger,6,4,10,"12,958","12,968",0.08
May 31 2018,Adams,WA,Truck,0,0,0,"5,389","5,389",0
May 31 2018,Asotin,WA,Passenger,8,6,14,"12,890","12,904",0.11
May 31 2018,Asotin,WA,Truck,0,0,0,"6,871","6,871",0
May 31 2018,Benton,WA,Passenger,202,204,406,"133,953","134,359",0.3
May 31 2018,Benton,WA,Truck,0,0,0,"42,302","42,302",0
May 31 2018,Chelan,WA,Passenger,106,50,156,"54,744","54,900",0.28
May 31 2018,Chelan,WA,Truck,0,0,0,"22,492","22,492",0
May 31 2018,Clallam,WA,Passenger,130,114,244,"50,687","50,931",0.48
May 31 2018,Clallam,WA,Truck,0,0,0,"22,006","22,006",0
May 31 2018,Clark,WA,Passenger,"1,069",727,"1,796","313,070","314,866",0.57
May 31 2018,Clark,WA,Truck,0,0,0,"81,240","81,240",0
May 31 2018,Columbia,WA,Passenger,2,1,3,"2,460","2,463",0.12
May 31 2018,Columbia,WA,Truck,0,0,0,"1,591","1,591",0
May 31 2018,Cowlitz,WA,Passenger,69,85,154,"73,027","73,181",0.21
