Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2020,Cook,IL,Passenger,1,0,1,160,161,0.62
November 30 2020,Dupage,IL,Passenger,2,0,2,35,37,5.41
November 30 2020,Lake,IL,Passenger,2,0,2,155,157,1.27
November 30 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
November 30 2020,Saint Clair,IL,Passenger,1,0,1,138,139,0.72
November 30 2020,Dekalb,IN,Passenger,1,0,1,0,1,100
November 30 2020,Howard,IN,Passenger,0,1,1,2,3,33.33
November 30 2020,Vigo,IN,Passenger,1,0,1,4,5,20
November 30 2020,Leavenworth,KS,Passenger,0,1,1,114,115,0.87
November 30 2020,Riley,KS,Passenger,1,0,1,61,62,1.61
November 30 2020,Oldham,KY,Passenger,0,1,1,4,5,20
November 30 2020,Caddo,LA,Passenger,1,0,1,10,11,9.09
November 30 2020,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
November 30 2020,Anne Arundel,MD,Passenger,1,3,4,387,391,1.02
November 30 2020,Carroll,MD,Passenger,0,1,1,15,16,6.25
November 30 2020,Charles,MD,Passenger,1,1,2,67,69,2.9
November 30 2020,Frederick,MD,Passenger,2,1,3,70,73,4.11
November 30 2020,Howard,MD,Passenger,0,1,1,72,73,1.37
November 30 2020,Montgomery,MD,Passenger,1,4,5,209,214,2.34
November 30 2020,Saint Marys,MD,Passenger,1,0,1,175,176,0.57
November 30 2020,Kent,MI,Passenger,0,1,1,16,17,5.88
November 30 2020,Saginaw,MI,Passenger,1,0,1,8,9,11.11
November 30 2020,Washtenaw,MI,Passenger,1,0,1,21,22,4.55
November 30 2020,Hennepin,MN,Passenger,1,0,1,66,67,1.49
November 30 2020,Ramsey,MN,Passenger,1,0,1,25,26,3.85
November 30 2020,Boone,MO,Passenger,0,1,1,8,9,11.11
November 30 2020,Platte,MO,Passenger,1,0,1,20,21,4.76
November 30 2020,Saint Louis,MO,Passenger,1,0,1,55,56,1.79
November 30 2020,Saint Louis City,MO,Passenger,1,0,1,20,21,4.76
November 30 2020,Harrison,MS,Passenger,1,0,1,56,57,1.75
November 30 2020,Cascade,MT,Passenger,0,1,1,52,53,1.89
November 30 2020,Flathead,MT,Passenger,1,0,1,44,45,2.22
November 30 2020,Glacier,MT,Passenger,0,1,1,3,4,25
November 30 2020,Cumberland,NC,Passenger,1,3,4,443,447,0.89
November 30 2020,Moore,NC,Passenger,0,1,1,150,151,0.66
November 30 2020,Williams,ND,Passenger,1,0,1,11,12,8.33
November 30 2020,Douglas,NE,Passenger,0,1,1,41,42,2.38
November 30 2020,Sarpy,NE,Passenger,1,0,1,64,65,1.54
November 30 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
November 30 2020,Otero,NM,Passenger,0,1,1,31,32,3.12
November 30 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
November 30 2020,Clark,NV,Passenger,2,1,3,528,531,0.56
November 30 2020,Washoe,NV,Passenger,1,0,1,69,70,1.43
November 30 2020,Erie,NY,Passenger,1,0,1,35,36,2.78
November 30 2020,Nassau,NY,Passenger,2,0,2,24,26,7.69
November 30 2020,Westchester,NY,Passenger,0,1,1,16,17,5.88
November 30 2020,Montgomery,OH,Passenger,0,1,1,59,60,1.67
November 30 2020,Shelby,OH,Passenger,0,1,1,1,2,50
November 30 2020,Tulsa,OK,Passenger,0,1,1,33,34,2.94
November 30 2020,Clackamas,OR,Passenger,1,0,1,140,141,0.71
November 30 2020,Deschutes,OR,Passenger,1,0,1,90,91,1.1
November 30 2020,Klamath,OR,Passenger,1,0,1,18,19,5.26
November 30 2020,Multnomah,OR,Passenger,2,6,8,572,580,1.38
November 30 2020,Allegheny,PA,Passenger,1,0,1,57,58,1.72
November 30 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
November 30 2020,Montgomery,PA,Passenger,1,0,1,16,17,5.88
November 30 2020,Charleston,SC,Passenger,1,0,1,82,83,1.2
November 30 2020,Dorchester,SC,Passenger,1,0,1,59,60,1.67
November 30 2020,Bradley,TN,Passenger,1,1,2,0,2,100
November 30 2020,Davidson,TN,Passenger,1,0,1,43,44,2.27
November 30 2020,Putnam,TN,Passenger,0,1,1,1,2,50
November 30 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
November 30 2020,Bell,TX,Passenger,0,1,1,344,345,0.29
November 30 2020,Bexar,TX,Passenger,4,4,8,464,472,1.69
November 30 2020,Denton,TX,Passenger,1,0,1,47,48,2.08
November 30 2020,El Paso,TX,Passenger,2,0,2,377,379,0.53
November 30 2020,Harris,TX,Passenger,1,0,1,167,168,0.6
November 30 2020,Nueces,TX,Passenger,1,0,1,76,77,1.3
November 30 2020,Travis,TX,Passenger,1,1,2,128,130,1.54
November 30 2020,Wichita,TX,Passenger,1,0,1,36,37,2.7
November 30 2020,Utah,UT,Passenger,0,1,1,99,100,1
November 30 2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
November 30 2020,Alexandria City,VA,Passenger,4,0,4,127,131,3.05
November 30 2020,Arlington,VA,Passenger,0,2,2,127,129,1.55
November 30 2020,Chesapeake City,VA,Passenger,0,2,2,360,362,0.55
November 30 2020,Fairfax,VA,Passenger,5,7,12,661,673,1.78
November 30 2020,Goochland,VA,Passenger,2,1,3,92,95,3.16
November 30 2020,Manassas City,VA,Passenger,0,1,1,5,6,16.67
November 30 2020,Norfolk City,VA,Passenger,2,1,3,330,333,0.9
November 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
November 30 2020,Prince William,VA,Passenger,2,2,4,202,206,1.94
November 30 2020,Stafford,VA,Passenger,1,0,1,82,83,1.2
November 30 2020,Suffolk City,VA,Passenger,1,0,1,113,114,0.88
November 30 2020,NULL,WA,Passenger,0,0,0,1,1,0
November 30 2020,Adams,WA,Passenger,11,8,19,"13,162","13,181",0.14
November 30 2020,Adams,WA,Truck,0,0,0,"5,454","5,454",0
November 30 2020,Asotin,WA,Passenger,18,15,33,"12,659","12,692",0.26
November 30 2020,Asotin,WA,Truck,0,0,0,"6,810","6,810",0
November 30 2020,Benton,WA,Passenger,448,350,798,"137,060","137,858",0.58
November 30 2020,Benton,WA,Truck,0,0,0,"43,918","43,918",0
November 30 2020,Chelan,WA,Passenger,279,82,361,"55,238","55,599",0.65
November 30 2020,Chelan,WA,Truck,0,0,0,"23,169","23,169",0
November 30 2020,Clallam,WA,Passenger,282,175,457,"50,703","51,160",0.89
November 30 2020,Clallam,WA,Truck,1,0,1,"22,203","22,204",0
November 30 2020,Clark,WA,Passenger,"2,435","1,165","3,600","323,877","327,477",1.1
November 30 2020,Clark,WA,Truck,0,0,0,"84,694","84,694",0
November 30 2020,Columbia,WA,Passenger,5,2,7,"2,495","2,502",0.28
November 30 2020,Columbia,WA,Truck,0,0,0,"1,563","1,563",0
November 30 2020,Cowlitz,WA,Passenger,182,135,317,"73,179","73,496",0.43
November 30 2020,Cowlitz,WA,Truck,0,0,0,"29,462","29,462",0
November 30 2020,Douglas,WA,Passenger,84,43,127,"28,546","28,673",0.44
November 30 2020,Douglas,WA,Truck,0,0,0,"12,651","12,651",0
November 30 2020,Ferry,WA,Passenger,8,3,11,"4,472","4,483",0.25
November 30 2020,Ferry,WA,Truck,0,0,0,"3,673","3,673",0
November 30 2020,Franklin,WA,Passenger,86,82,168,"62,193","62,361",0.27
November 30 2020,Franklin,WA,Truck,0,0,0,"20,828","20,828",0
November 30 2020,Garfield,WA,Passenger,0,1,1,"1,380","1,381",0.07
November 30 2020,Garfield,WA,Truck,0,0,0,"1,018","1,018",0
November 30 2020,Grant,WA,Passenger,81,85,166,"67,064","67,230",0.25
November 30 2020,Grant,WA,Truck,0,0,0,"28,083","28,083",0
November 30 2020,Grays Harbor,WA,Passenger,140,122,262,"49,140","49,402",0.53
November 30 2020,Grays Harbor,WA,Truck,0,0,0,"21,403","21,403",0
November 30 2020,Island,WA,Passenger,500,302,802,"64,091","64,893",1.24
November 30 2020,Island,WA,Truck,0,0,0,"21,753","21,753",0
November 30 2020,Jefferson,WA,Passenger,287,163,450,"25,111","25,561",1.76
November 30 2020,Jefferson,WA,Truck,0,0,0,"9,738","9,738",0
November 30 2020,King,WA,Passenger,"27,389","8,221","35,610","1,389,651","1,425,261",2.5
November 30 2020,King,WA,Truck,6,1,7,"187,327","187,334",0
November 30 2020,Kitsap,WA,Passenger,"1,616",752,"2,368","182,926","185,294",1.28
November 30 2020,Kitsap,WA,Truck,0,0,0,"55,263","55,263",0
November 30 2020,Kittitas,WA,Passenger,131,55,186,"30,343","30,529",0.61
November 30 2020,Kittitas,WA,Truck,0,0,0,"14,951","14,951",0
November 30 2020,Klickitat,WA,Passenger,66,42,108,"15,275","15,383",0.7
November 30 2020,Klickitat,WA,Truck,0,0,0,"8,293","8,293",0
November 30 2020,Lewis,WA,Passenger,132,123,255,"59,553","59,808",0.43
November 30 2020,Lewis,WA,Truck,0,0,0,"27,062","27,062",0
November 30 2020,Lincoln,WA,Passenger,6,11,17,"7,792","7,809",0.22
November 30 2020,Lincoln,WA,Truck,0,0,0,"4,761","4,761",0
November 30 2020,Mason,WA,Passenger,204,139,343,"48,426","48,769",0.7
November 30 2020,Mason,WA,Truck,0,0,0,"21,342","21,342",0
November 30 2020,Okanogan,WA,Passenger,51,38,89,"26,576","26,665",0.33
November 30 2020,Okanogan,WA,Truck,0,0,0,"17,071","17,071",0
November 30 2020,Pacific,WA,Passenger,44,38,82,"15,921","16,003",0.51
November 30 2020,Pacific,WA,Truck,0,0,0,"7,895","7,895",0
November 30 2020,Pend Oreille,WA,Passenger,9,4,13,"9,368","9,381",0.14
November 30 2020,Pend Oreille,WA,Truck,0,0,0,"5,849","5,849",0
November 30 2020,Pierce,WA,Passenger,"3,021","1,854","4,875","563,557","568,432",0.86
November 30 2020,Pierce,WA,Truck,0,0,0,"147,187","147,187",0
November 30 2020,San Juan,WA,Passenger,363,105,468,"14,335","14,803",3.16
November 30 2020,San Juan,WA,Truck,0,0,0,"6,005","6,005",0
November 30 2020,Skagit,WA,Passenger,516,255,771,"92,939","93,710",0.82
November 30 2020,Skagit,WA,Truck,1,0,1,"33,399","33,400",0
November 30 2020,Skamania,WA,Passenger,39,20,59,"8,485","8,544",0.69
November 30 2020,Skamania,WA,Truck,0,0,0,"4,114","4,114",0
November 30 2020,Snohomish,WA,Passenger,"5,160","1,912","7,072","545,944","553,016",1.28
November 30 2020,Snohomish,WA,Truck,0,0,0,"127,912","127,912",0
November 30 2020,Spokane,WA,Passenger,914,570,"1,484","325,591","327,075",0.45
November 30 2020,Spokane,WA,Truck,0,0,0,"102,270","102,270",0
November 30 2020,Stevens,WA,Passenger,40,40,80,"30,913","30,993",0.26
November 30 2020,Stevens,WA,Truck,0,0,0,"19,087","19,087",0
November 30 2020,Thurston,WA,Passenger,"1,396",804,"2,200","200,150","202,350",1.09
November 30 2020,Thurston,WA,Truck,0,0,0,"57,119","57,119",0
November 30 2020,Wahkiakum,WA,Passenger,6,7,13,"3,097","3,110",0.42
November 30 2020,Wahkiakum,WA,Truck,0,0,0,"1,800","1,800",0
November 30 2020,Walla Walla,WA,Passenger,103,66,169,"36,756","36,925",0.46
November 30 2020,Walla Walla,WA,Truck,0,0,0,"14,127","14,127",0
November 30 2020,Whatcom,WA,Passenger,"1,281",550,"1,831","152,219","154,050",1.19
November 30 2020,Whatcom,WA,Truck,3,0,3,"44,308","44,311",0.01
November 30 2020,Whitman,WA,Passenger,55,45,100,"22,396","22,496",0.44
November 30 2020,Whitman,WA,Truck,0,0,0,"8,635","8,635",0
November 30 2020,Yakima,WA,Passenger,183,128,311,"170,256","170,567",0.18
November 30 2020,Yakima,WA,Truck,0,0,0,"62,248","62,248",0
November 30 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25
December 31 2020,NULL,NULL,Passenger,8,4,12,"1,634","1,646",0.73
December 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,86,87,1.15
December 31 2020,Montgomery,AL,Passenger,0,1,1,33,34,2.94
December 31 2020,Maricopa,AZ,Passenger,3,4,7,921,928,0.75
December 31 2020,Pima,AZ,Passenger,1,0,1,244,245,0.41
December 31 2020,NULL,CA,Passenger,1,3,4,218,222,1.8
December 31 2020,Alameda,CA,Passenger,1,0,1,229,230,0.43
December 31 2020,Contra Costa,CA,Passenger,1,0,1,154,155,0.65
December 31 2020,El Dorado,CA,Passenger,1,0,1,30,31,3.23
December 31 2020,Fresno,CA,Passenger,1,0,1,150,151,0.66
December 31 2020,Kern,CA,Passenger,1,0,1,212,213,0.47
December 31 2020,Los Angeles,CA,Passenger,8,7,15,818,833,1.8
December 31 2020,Monterey,CA,Passenger,1,0,1,167,168,0.6
December 31 2020,Orange,CA,Passenger,1,2,3,414,417,0.72
December 31 2020,Placer,CA,Passenger,2,0,2,66,68,2.94
December 31 2020,Riverside,CA,Passenger,3,1,4,504,508,0.79
December 31 2020,Sacramento,CA,Passenger,1,0,1,201,202,0.5
December 31 2020,San Diego,CA,Passenger,13,8,21,"2,659","2,680",0.78
December 31 2020,San Francisco,CA,Passenger,1,1,2,72,74,2.7
December 31 2020,San Mateo,CA,Passenger,0,1,1,87,88,1.14
December 31 2020,Santa Barbara,CA,Passenger,1,0,1,81,82,1.22
December 31 2020,Santa Clara,CA,Passenger,2,1,3,200,203,1.48
December 31 2020,Santa Cruz,CA,Passenger,1,0,1,28,29,3.45
December 31 2020,Tulare,CA,Passenger,0,1,1,151,152,0.66
December 31 2020,Ventura,CA,Passenger,1,1,2,261,263,0.76
December 31 2020,Boulder,CO,Passenger,1,1,2,26,28,7.14
December 31 2020,Denver,CO,Passenger,1,0,1,89,90,1.11
December 31 2020,El Paso,CO,Passenger,1,0,1,578,579,0.17
December 31 2020,Larimer,CO,Passenger,0,1,1,27,28,3.57
December 31 2020,District Of Columbia,DC,Passenger,0,2,2,199,201,1
December 31 2020,Kent,DE,Passenger,0,1,1,58,59,1.69
December 31 2020,New Castle,DE,Passenger,1,0,1,23,24,4.17
December 31 2020,Bay,FL,Passenger,1,0,1,29,30,3.33
December 31 2020,Broward,FL,Passenger,1,1,2,93,95,2.11
December 31 2020,Duval,FL,Passenger,0,1,1,304,305,0.33
December 31 2020,Nassau,FL,Passenger,1,0,1,19,20,5
December 31 2020,Orange,FL,Passenger,1,0,1,90,91,1.1
December 31 2020,Palm Beach,FL,Passenger,0,1,1,48,49,2.04
December 31 2020,Pinellas,FL,Passenger,1,0,1,63,64,1.56
December 31 2020,Polk,FL,Passenger,1,0,1,49,50,2
December 31 2020,Sarasota,FL,Passenger,1,0,1,19,20,5
December 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10
December 31 2020,Bartow,GA,Passenger,0,1,1,3,4,25
December 31 2020,Bryan,GA,Passenger,1,0,1,55,56,1.79
December 31 2020,Camden,GA,Passenger,1,1,2,128,130,1.54
December 31 2020,Columbia,GA,Passenger,1,0,1,123,124,0.81
December 31 2020,Dekalb,GA,Passenger,1,0,1,60,61,1.64
December 31 2020,Fulton,GA,Passenger,1,2,3,67,70,4.29
December 31 2020,Jones,GA,Passenger,1,0,1,1,2,50
December 31 2020,Liberty,GA,Passenger,1,0,1,108,109,0.92
December 31 2020,Muscogee,GA,Passenger,0,1,1,157,158,0.63
December 31 2020,Honolulu,HI,Passenger,2,0,2,326,328,0.61
December 31 2020,Maui,HI,Passenger,1,0,1,25,26,3.85
December 31 2020,Ada,ID,Passenger,0,1,1,204,205,0.49
December 31 2020,Twin Falls,ID,Passenger,0,1,1,14,15,6.67
December 31 2020,Cook,IL,Passenger,1,0,1,160,161,0.62
December 31 2020,Dupage,IL,Passenger,1,0,1,34,35,2.86
December 31 2020,Lake,IL,Passenger,2,0,2,153,155,1.29
December 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
December 31 2020,Saint Clair,IL,Passenger,1,0,1,137,138,0.72
December 31 2020,Dekalb,IN,Passenger,1,0,1,0,1,100
December 31 2020,Howard,IN,Passenger,0,1,1,2,3,33.33
December 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20
December 31 2020,Leavenworth,KS,Passenger,0,1,1,112,113,0.88
December 31 2020,Riley,KS,Passenger,1,0,1,60,61,1.64
December 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20
December 31 2020,Caddo,LA,Passenger,1,0,1,10,11,9.09
December 31 2020,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
December 31 2020,Anne Arundel,MD,Passenger,1,3,4,383,387,1.03
December 31 2020,Carroll,MD,Passenger,0,1,1,15,16,6.25
December 31 2020,Charles,MD,Passenger,1,1,2,64,66,3.03
December 31 2020,Frederick,MD,Passenger,2,1,3,70,73,4.11
December 31 2020,Howard,MD,Passenger,0,1,1,72,73,1.37
December 31 2020,Montgomery,MD,Passenger,1,4,5,209,214,2.34
December 31 2020,Saint Marys,MD,Passenger,1,0,1,169,170,0.59
December 31 2020,Kent,MI,Passenger,0,1,1,15,16,6.25
December 31 2020,Saginaw,MI,Passenger,2,0,2,8,10,20
December 31 2020,Washtenaw,MI,Passenger,1,0,1,21,22,4.55
December 31 2020,Hennepin,MN,Passenger,1,0,1,65,66,1.52
December 31 2020,Ramsey,MN,Passenger,1,0,1,25,26,3.85
December 31 2020,Boone,MO,Passenger,0,1,1,8,9,11.11
December 31 2020,Platte,MO,Passenger,1,0,1,20,21,4.76
December 31 2020,Saint Louis,MO,Passenger,1,0,1,55,56,1.79
December 31 2020,Saint Louis City,MO,Passenger,1,0,1,20,21,4.76
December 31 2020,Harrison,MS,Passenger,2,0,2,55,57,3.51
December 31 2020,Cascade,MT,Passenger,0,1,1,51,52,1.92
December 31 2020,Flathead,MT,Passenger,1,0,1,41,42,2.38
December 31 2020,Glacier,MT,Passenger,0,1,1,3,4,25
December 31 2020,Cumberland,NC,Passenger,1,3,4,435,439,0.91
December 31 2020,Moore,NC,Passenger,0,1,1,146,147,0.68
December 31 2020,Williams,ND,Passenger,1,0,1,12,13,7.69
December 31 2020,Douglas,NE,Passenger,0,1,1,41,42,2.38
December 31 2020,Sarpy,NE,Passenger,1,0,1,62,63,1.59
December 31 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
December 31 2020,Otero,NM,Passenger,0,1,1,31,32,3.12
December 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
December 31 2020,Clark,NV,Passenger,2,1,3,516,519,0.58
December 31 2020,Washoe,NV,Passenger,1,0,1,67,68,1.47
December 31 2020,Erie,NY,Passenger,1,0,1,33,34,2.94
December 31 2020,Nassau,NY,Passenger,2,0,2,24,26,7.69
December 31 2020,Westchester,NY,Passenger,0,1,1,14,15,6.67
December 31 2020,Montgomery,OH,Passenger,0,1,1,59,60,1.67
December 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50
December 31 2020,Tulsa,OK,Passenger,0,1,1,32,33,3.03
December 31 2020,Clackamas,OR,Passenger,1,0,1,140,141,0.71
December 31 2020,Deschutes,OR,Passenger,1,0,1,84,85,1.18
December 31 2020,Klamath,OR,Passenger,1,0,1,17,18,5.56
December 31 2020,Multnomah,OR,Passenger,2,6,8,564,572,1.4
December 31 2020,Allegheny,PA,Passenger,1,0,1,57,58,1.72
December 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
December 31 2020,Montgomery,PA,Passenger,1,0,1,16,17,5.88
December 31 2020,Charleston,SC,Passenger,1,0,1,80,81,1.23
December 31 2020,Dorchester,SC,Passenger,1,0,1,57,58,1.72
December 31 2020,Bradley,TN,Passenger,1,1,2,0,2,100
December 31 2020,Davidson,TN,Passenger,1,0,1,41,42,2.38
December 31 2020,Putnam,TN,Passenger,0,1,1,1,2,50
December 31 2020,Tipton,TN,Passenger,1,0,1,11,12,8.33
December 31 2020,Bell,TX,Passenger,0,1,1,335,336,0.3
December 31 2020,Bexar,TX,Passenger,3,4,7,461,468,1.5
December 31 2020,Denton,TX,Passenger,1,0,1,46,47,2.13
December 31 2020,El Paso,TX,Passenger,2,0,2,370,372,0.54
December 31 2020,Harris,TX,Passenger,1,0,1,164,165,0.61
December 31 2020,Nueces,TX,Passenger,1,0,1,75,76,1.32
December 31 2020,Travis,TX,Passenger,1,0,1,126,127,0.79
December 31 2020,Wichita,TX,Passenger,1,0,1,36,37,2.7
December 31 2020,Utah,UT,Passenger,0,1,1,96,97,1.03
December 31 2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
December 31 2020,Alexandria City,VA,Passenger,4,0,4,126,130,3.08
December 31 2020,Arlington,VA,Passenger,0,2,2,124,126,1.59
December 31 2020,Chesapeake City,VA,Passenger,0,2,2,357,359,0.56
December 31 2020,Fairfax,VA,Passenger,5,7,12,654,666,1.8
December 31 2020,Goochland,VA,Passenger,2,1,3,92,95,3.16
December 31 2020,Manassas City,VA,Passenger,0,1,1,5,6,16.67
December 31 2020,Norfolk City,VA,Passenger,2,1,3,326,329,0.91
December 31 2020,Powhatan,VA,Passenger,1,0,1,1,2,50
December 31 2020,Prince William,VA,Passenger,1,2,3,199,202,1.49
December 31 2020,Stafford,VA,Passenger,2,0,2,81,83,2.41
December 31 2020,Suffolk City,VA,Passenger,1,0,1,111,112,0.89
December 31 2020,Virginia Beach City,VA,Passenger,1,0,1,587,588,0.17
December 31 2020,NULL,WA,Passenger,0,0,0,1,1,0
December 31 2020,Adams,WA,Passenger,11,9,20,"13,167","13,187",0.15
December 31 2020,Adams,WA,Truck,0,0,0,"5,454","5,454",0
December 31 2020,Asotin,WA,Passenger,17,14,31,"12,651","12,682",0.24
December 31 2020,Asotin,WA,Truck,0,0,0,"6,813","6,813",0
December 31 2020,Benton,WA,Passenger,462,357,819,"137,132","137,951",0.59
December 31 2020,Benton,WA,Truck,0,0,0,"43,991","43,991",0
December 31 2020,Chelan,WA,Passenger,287,86,373,"55,319","55,692",0.67
December 31 2020,Chelan,WA,Truck,0,0,0,"23,182","23,182",0
December 31 2020,Clallam,WA,Passenger,291,184,475,"50,717","51,192",0.93
December 31 2020,Clallam,WA,Truck,1,0,1,"22,243","22,244",0
December 31 2020,Clark,WA,Passenger,"2,504","1,197","3,701","324,354","328,055",1.13
December 31 2020,Clark,WA,Truck,0,0,0,"84,886","84,886",0
December 31 2020,Columbia,WA,Passenger,6,2,8,"2,496","2,504",0.32
December 31 2020,Columbia,WA,Truck,0,0,0,"1,574","1,574",0
December 31 2020,Cowlitz,WA,Passenger,191,134,325,"73,228","73,553",0.44
December 31 2020,Cowlitz,WA,Truck,0,0,0,"29,497","29,497",0
December 31 2020,Douglas,WA,Passenger,88,44,132,"28,592","28,724",0.46
December 31 2020,Douglas,WA,Truck,0,0,0,"12,679","12,679",0
December 31 2020,Ferry,WA,Passenger,9,3,12,"4,475","4,487",0.27
December 31 2020,Ferry,WA,Truck,0,0,0,"3,680","3,680",0
December 31 2020,Franklin,WA,Passenger,93,85,178,"62,367","62,545",0.28
December 31 2020,Franklin,WA,Truck,0,0,0,"20,852","20,852",0
December 31 2020,Garfield,WA,Passenger,0,2,2,"1,384","1,386",0.14
December 31 2020,Garfield,WA,Truck,0,0,0,"1,017","1,017",0
December 31 2020,Grant,WA,Passenger,83,87,170,"67,165","67,335",0.25
December 31 2020,Grant,WA,Truck,0,0,0,"28,152","28,152",0
December 31 2020,Grays Harbor,WA,Passenger,146,124,270,"49,208","49,478",0.55
December 31 2020,Grays Harbor,WA,Truck,0,0,0,"21,459","21,459",0
December 31 2020,Island,WA,Passenger,528,304,832,"64,123","64,955",1.28
December 31 2020,Island,WA,Truck,0,0,0,"21,796","21,796",0
December 31 2020,Jefferson,WA,Passenger,293,162,455,"25,190","25,645",1.77
December 31 2020,Jefferson,WA,Truck,0,0,0,"9,736","9,736",0
December 31 2020,King,WA,Passenger,"27,707","8,293","36,000","1,387,811","1,423,811",2.53
December 31 2020,King,WA,Truck,6,1,7,"187,336","187,343",0
December 31 2020,Kitsap,WA,Passenger,"1,649",767,"2,416","182,950","185,366",1.3
December 31 2020,Kitsap,WA,Truck,0,0,0,"55,292","55,292",0
December 31 2020,Kittitas,WA,Passenger,134,55,189,"30,409","30,598",0.62
December 31 2020,Kittitas,WA,Truck,0,0,0,"14,947","14,947",0
December 31 2020,Klickitat,WA,Passenger,66,42,108,"15,261","15,369",0.7
December 31 2020,Klickitat,WA,Truck,0,0,0,"8,285","8,285",0
December 31 2020,Lewis,WA,Passenger,137,126,263,"59,710","59,973",0.44
December 31 2020,Lewis,WA,Truck,0,0,0,"27,106","27,106",0
December 31 2020,Lincoln,WA,Passenger,7,11,18,"7,807","7,825",0.23
December 31 2020,Lincoln,WA,Truck,0,0,0,"4,776","4,776",0
December 31 2020,Mason,WA,Passenger,209,137,346,"48,534","48,880",0.71
December 31 2020,Mason,WA,Truck,0,0,0,"21,410","21,410",0
December 31 2020,Okanogan,WA,Passenger,55,38,93,"26,628","26,721",0.35
December 31 2020,Okanogan,WA,Truck,0,0,0,"17,081","17,081",0
December 31 2020,Pacific,WA,Passenger,43,39,82,"15,899","15,981",0.51
December 31 2020,Pacific,WA,Truck,0,0,0,"7,927","7,927",0
December 31 2020,Pend Oreille,WA,Passenger,12,4,16,"9,383","9,399",0.17
December 31 2020,Pend Oreille,WA,Truck,0,0,0,"5,836","5,836",0
December 31 2020,Pierce,WA,Passenger,"3,088","1,857","4,945","563,914","568,859",0.87
December 31 2020,Pierce,WA,Truck,0,0,0,"147,353","147,353",0
December 31 2020,San Juan,WA,Passenger,372,110,482,"14,326","14,808",3.25
December 31 2020,San Juan,WA,Truck,0,0,0,"6,006","6,006",0
December 31 2020,Skagit,WA,Passenger,531,257,788,"92,884","93,672",0.84
December 31 2020,Skagit,WA,Truck,1,0,1,"33,412","33,413",0
December 31 2020,Skamania,WA,Passenger,39,21,60,"8,520","8,580",0.7
December 31 2020,Skamania,WA,Truck,0,0,0,"4,104","4,104",0
December 31 2020,Snohomish,WA,Passenger,"5,244","1,933","7,177","546,140","553,317",1.3
December 31 2020,Snohomish,WA,Truck,0,0,0,"127,998","127,998",0
December 31 2020,Spokane,WA,Passenger,943,574,"1,517","326,170","327,687",0.46
December 31 2020,Spokane,WA,Truck,0,0,0,"102,546","102,546",0
December 31 2020,Stevens,WA,Passenger,40,40,80,"30,853","30,933",0.26
December 31 2020,Stevens,WA,Truck,0,0,0,"19,109","19,109",0
December 31 2020,Thurston,WA,Passenger,"1,438",811,"2,249","200,226","202,475",1.11
December 31 2020,Thurston,WA,Truck,0,0,0,"57,186","57,186",0
December 31 2020,Wahkiakum,WA,Passenger,6,8,14,"3,087","3,101",0.45
December 31 2020,Wahkiakum,WA,Truck,0,0,0,"1,802","1,802",0
December 31 2020,Walla Walla,WA,Passenger,107,67,174,"36,786","36,960",0.47
December 31 2020,Walla Walla,WA,Truck,0,0,0,"14,162","14,162",0
December 31 2020,Whatcom,WA,Passenger,"1,293",566,"1,859","152,416","154,275",1.2
December 31 2020,Whatcom,WA,Truck,3,0,3,"44,325","44,328",0.01
December 31 2020,Whitman,WA,Passenger,55,45,100,"22,326","22,426",0.45
December 31 2020,Whitman,WA,Truck,0,0,0,"8,643","8,643",0
December 31 2020,Yakima,WA,Passenger,188,134,322,"170,359","170,681",0.19
December 31 2020,Yakima,WA,Truck,0,0,0,"62,366","62,366",0
December 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25
January 31 2021,NULL,NULL,Passenger,8,4,12,"1,606","1,618",0.74
January 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,83,84,1.19
January 31 2021,Montgomery,AL,Passenger,0,1,1,33,34,2.94
January 31 2021,Maricopa,AZ,Passenger,2,3,5,899,904,0.55
January 31 2021,Pima,AZ,Passenger,1,0,1,232,233,0.43
